"Latest: Wavelength (nm)","Latest: Absorbance","Run 1: Wavelength (nm)","Run 1: Absorbance","Run 2: Wavelength (nm)","Run 2: Absorbance","Run 3: Wavelength (nm)","Run 3: Absorbance","Run 4: Wavelength (nm)","Run 4: Absorbance","Run 5: Wavelength (nm)","Run 5: Absorbance","Run 6: Wavelength (nm)","Run 6: Absorbance","Run 7: Wavelength (nm)","Run 7: Absorbance","Run 8: Wavelength (nm)","Run 8: Absorbance","Run 9: Wavelength (nm)","Run 9: Absorbance","Run 10: Wavelength (nm)","Run 10: Absorbance"
466.2,1.02427905702,466.2,0.257947542859,466.2,0.237121084548,466.2,0.166090670225,466.2,0.116631263408,466.2,0.0972023466145,466.2,1.55895663341,466.2,1.87862525832,466.2,1.90755371172,466.2,0.595653560258,466.2,1.45001373838
467.1,1.01888201628,467.1,0.257435497368,467.1,0.236432683134,467.1,0.165588422249,467.1,0.115796147189,467.1,0.0966638229625,467.1,1.56182923257,467.1,1.89725130752,467.1,1.89698635861,467.1,0.595560579725,467.1,1.4477877944
467.9,1.01314064316,467.9,0.257018398939,467.9,0.236789042163,467.9,0.165941658218,467.9,0.115622926632,467.9,0.0973558642228,467.9,1.5672450437,467.9,1.87900082392,467.9,1.89391232741,467.9,0.595923045452,467.9,1.43983355189
468.8,1.01247562737,468.8,0.257370588571,468.8,0.237740468943,468.8,0.166140357394,468.8,0.115077516859,468.8,0.0973480300538,468.8,1.56383619569,468.8,1.89998581356,468.8,1.89485041953,468.8,0.597237364737,468.8,1.44537614413
469.6,1.00884938036,469.6,0.255577155039,469.6,0.237149980481,469.6,0.165540838491,469.6,0.114217498521,469.6,0.0960690889603,469.6,1.55242326957,469.6,1.89062347642,469.6,1.90598441899,469.6,0.59648413136,469.6,1.45062768753
470.5,1.00649506491,470.5,0.255479046316,470.5,0.236634253398,470.5,0.165035378679,470.5,0.113821240611,470.5,0.095621099345,470.5,1.55094862682,470.5,1.9075502227,470.5,1.93226066397,470.5,0.597623451361,470.5,1.45520387422
471.3,1.00089815887,471.3,0.254900678786,471.3,0.235956154485,471.3,0.164942495448,471.3,0.113674857522,471.3,0.0954167367479,471.3,1.54575259112,471.3,1.89300673852,471.3,1.9381972826,471.3,0.596136734781,471.3,1.44638318067
472.2,0.998967657214,472.2,0.255577118299,472.2,0.236056018858,472.2,0.164854650484,472.2,0.114459568458,472.2,0.0964505169973,472.2,1.55013178512,472.2,1.91798032918,472.2,1.93546987204,472.2,0.595414807082,472.2,1.44436119769
473,0.997214991352,473,0.25501398044,473,0.235583646232,473,0.164314534822,473,0.114061041171,473,0.0961650557795,473,1.54882282112,473,1.9103018301,473,1.91223989899,473,0.593614652227,473,1.43873726761
473.9,0.993104319447,473.9,0.253671491683,473.9,0.233587878745,473.9,0.163570694511,473.9,0.113667764711,473.9,0.0960470585117,473.9,1.5438598001,473.9,1.90791628705,473.9,1.89203927166,473.9,0.593018327337,473.9,1.43701775716
474.7,0.988859807463,474.7,0.253201584154,474.7,0.232781926269,474.7,0.163005004682,474.7,0.112803891818,474.7,0.0959373191594,474.7,1.53917246654,474.7,1.87421650659,474.7,1.88855585705,474.7,0.592853972214,474.7,1.42978227332
475.6,0.983508569035,475.6,0.252989277931,475.6,0.232856253794,475.6,0.162732487721,475.6,0.112473782326,475.6,0.0957999663416,475.6,1.54456801993,475.6,1.87523855528,475.6,1.89689200867,475.6,0.593220340315,475.6,1.42589592833
476.4,0.979901643927,476.4,0.252444413005,476.4,0.233062010687,476.4,0.161786618526,476.4,0.112083114434,476.4,0.095143651374,476.4,1.54985756597,476.4,1.88732885901,476.4,1.91206898059,476.4,0.591878506139,476.4,1.42115347187
477.3,0.974779494484,477.3,0.252426502588,477.3,0.232216752864,477.3,0.16121988261,477.3,0.111354575211,477.3,0.0944220497581,477.3,1.55557739042,477.3,1.90195560647,477.3,1.92300613798,477.3,0.590497488344,477.3,1.4197403487
478.1,0.974259282747,478.1,0.252063653706,478.1,0.231426241675,478.1,0.161080082392,478.1,0.111027968821,478.1,0.0945230467668,478.1,1.54373052403,478.1,1.91383574909,478.1,1.92407348463,478.1,0.589474766462,478.1,1.42452672245
479,0.969211558608,479,0.25173836484,479,0.231380951365,479,0.160687678749,479,0.110830635471,479,0.0940829582429,479,1.53267422911,479,1.89533810054,479,1.90495999814,479,0.58934635375,479,1.42036664183
479.8,0.96542118195,479.8,0.25040056,479.8,0.230081327806,479.8,0.159910806691,479.8,0.110467770609,479.8,0.0939066119252,479.8,1.53305846714,479.8,1.88408170058,479.8,1.89177902957,479.8,0.587635739198,479.8,1.41229775404
480.7,0.960723278229,480.7,0.250127569259,480.7,0.22935290489,480.7,0.159087607457,480.7,0.110810375197,480.7,0.0939400641882,480.7,1.52934230393,480.7,1.87774599924,480.7,1.88312637113,480.7,0.586402999498,480.7,1.40457262052
481.5,0.956796293591,481.5,0.249659154194,481.5,0.22774909814,481.5,0.157888245065,481.5,0.109791549146,481.5,0.0935540735967,481.5,1.5352368964,481.5,1.87299122003,481.5,1.89811498615,481.5,0.584833462256,481.5,1.39967011092
482.4,0.954245914266,482.4,0.248345870159,482.4,0.227108209145,482.4,0.157476443953,482.4,0.109509913636,482.4,0.0934676392935,482.4,1.52950859296,482.4,1.89455929123,482.4,1.93084714022,482.4,0.583128964577,482.4,1.39859312506
483.2,0.949128722861,483.2,0.246346638485,483.2,0.226015568371,483.2,0.155926970888,483.2,0.107641312639,483.2,0.0926903482175,483.2,1.53332882753,483.2,1.88274084477,483.2,1.93468309864,483.2,0.58176493095,483.2,1.39930419783
484.1,0.948394471189,484.1,0.244896564368,484.1,0.225244183357,484.1,0.155656518099,484.1,0.10675666797,484.1,0.0926468694027,484.1,1.53889059829,484.1,1.91707663713,484.1,1.93154062721,484.1,0.580759517413,484.1,1.40093418034
484.9,0.944758996728,484.9,0.245645639156,484.9,0.224835169423,484.9,0.155224723894,484.9,0.106418833803,484.9,0.093035670348,484.9,1.53944831739,484.9,1.91626074819,484.9,1.91641116372,484.9,0.581803722253,484.9,1.40160296445
485.8,0.93798528269,485.8,0.244686634021,485.8,0.223404591589,485.8,0.15477888516,485.8,0.10612554897,485.8,0.0918179320158,485.8,1.5293688765,485.8,1.91546107435,485.8,1.90405298978,485.8,0.578464988047,485.8,1.38667553499
486.6,0.930220110069,486.6,0.244060339677,486.6,0.223205369217,486.6,0.153845969502,486.6,0.105746338435,486.6,0.0916952095549,486.6,1.52197204137,486.6,1.90150745782,486.6,1.91765275141,486.6,0.576712128418,486.6,1.37921070298
487.5,0.923606439009,487.5,0.24179765894,487.5,0.221297869759,487.5,0.152762926504,487.5,0.104935664373,487.5,0.0903781162589,487.5,1.51898605386,487.5,1.87873392822,487.5,1.9241965798,487.5,0.573092654376,487.5,1.37140072006
488.3,0.919291081138,488.3,0.240864149756,488.3,0.220047632291,488.3,0.152221931232,488.3,0.103423028787,488.3,0.0897943046548,488.3,1.52542525975,488.3,1.89285586147,488.3,1.95415359961,488.3,0.571975258325,488.3,1.37160278939
489.2,0.914073276261,489.2,0.238877516718,489.2,0.217617051916,489.2,0.150415706206,489.2,0.102088406447,489.2,0.0882354014908,489.2,1.51056832505,489.2,1.89736867611,489.2,1.9465517543,489.2,0.568146043803,489.2,1.36645905974
490,0.907562826943,490,0.237188364567,490,0.216667861289,490,0.148700391132,490,0.100718984248,490,0.0874900759823,490,1.50473480418,490,1.91879765597,490,1.94881430455,490,0.566274704754,490,1.36152898436
490.9,0.903024593588,490.9,0.235606450678,490.9,0.215522676817,490.9,0.147659404048,490.9,0.100142227506,490.9,0.0877452893635,490.9,1.49673512338,490.9,1.92264977238,490.9,1.9476110765,490.9,0.564438517092,490.9,1.35675884808
491.7,0.898027633243,491.7,0.234422039601,491.7,0.214174653431,491.7,0.146708330142,491.7,0.0992529495677,491.7,0.0878243318275,491.7,1.50020331795,491.7,1.91612432388,491.7,1.95263737823,491.7,0.561898451338,491.7,1.34963250941
492.6,0.893947771323,492.6,0.233494478909,492.6,0.213280584873,492.6,0.146273944798,492.6,0.0976445985751,492.6,0.0884996527778,492.6,1.49666893691,492.6,1.91173222563,492.6,1.94587953257,492.6,0.559374356391,492.6,1.34771046359
493.4,0.886581982439,493.4,0.232055608984,493.4,0.212048509388,493.4,0.144674748226,493.4,0.0962447587259,493.4,0.0874525403887,493.4,1.49312608705,493.4,1.90982381502,493.4,1.94102472716,493.4,0.554716726711,493.4,1.3336470615
494.3,0.881888859954,494.3,0.230803018693,494.3,0.211829766188,494.3,0.144268845545,494.3,0.0948527097395,494.3,0.0874006981803,494.3,1.49433245768,494.3,1.9361622776,494.3,1.95208705547,494.3,0.552824204723,494.3,1.33180092693
495.1,0.878592820644,495.1,0.229054012393,495.1,0.209703028695,495.1,0.142739225556,495.1,0.0939515970997,495.1,0.0861001764768,495.1,1.4885124338,495.1,1.9448942961,495.1,1.95694270126,495.1,0.550044095631,495.1,1.32139190706
496,0.876797570329,496,0.2286752265,496,0.208557462128,496,0.142950650303,496,0.0935196168529,496,0.0861657933964,496,1.48562736087,496,1.93847931211,496,1.95390768449,496,0.548612445384,496,1.32260510099
496.8,0.872070192024,496.8,0.227343823205,496.8,0.206106047374,496.8,0.141655801124,496.8,0.0926133935931,496.8,0.0853345695741,496.8,1.48141932087,496.8,1.94139023949,496.8,1.95283824297,496.8,0.544996736706,496.8,1.31592671535
497.7,0.86649698895,497.7,0.226713596312,497.7,0.20491566029,497.7,0.140651825203,497.7,0.0922751326842,497.7,0.0847854819687,497.7,1.47654299303,497.7,1.92980485271,497.7,1.94869635399,497.7,0.541795125958,497.7,1.30945428453
498.5,0.861347587175,498.5,0.224325664965,498.5,0.203055105363,498.5,0.138751884073,498.5,0.0910410377658,498.5,0.0841960938105,498.5,1.47327394516,498.5,1.95971661944,498.5,1.96778692862,498.5,0.537243582039,498.5,1.30305440423
499.4,0.855967787862,499.4,0.222355152263,499.4,0.202110954854,499.4,0.13809100238,499.4,0.0902124337786,499.4,0.0835842594528,499.4,1.46439804586,499.4,1.95440559949,499.4,1.97342224701,499.4,0.533818417096,499.4,1.29329876725
500.2,0.848466480017,500.2,0.220402713658,500.2,0.201064665923,500.2,0.1377527397,500.2,0.0893397531977,500.2,0.0834426288445,500.2,1.45698131949,500.2,1.96734741023,500.2,1.97781484267,500.2,0.529687988325,500.2,1.28803006653
501.1,0.844194605714,501.1,0.220029180112,501.1,0.200129805887,501.1,0.136749423493,501.1,0.0886732475336,501.1,0.0827421601842,501.1,1.45097420913,501.1,1.95169018329,501.1,1.97726790231,501.1,0.527904071296,501.1,1.28532657657
501.9,0.83919892108,501.9,0.220303058713,501.9,0.198803221883,501.9,0.135539482205,501.9,0.087714946247,501.9,0.082517472375,501.9,1.44780550347,501.9,1.95628406079,501.9,2.00224435553,501.9,0.524636363667,501.9,1.27980905872
502.8,0.835606830458,502.8,0.218478146646,502.8,0.196682070229,502.8,0.134053143422,502.8,0.0864911438594,502.8,0.0814052766544,502.8,1.44189480528,502.8,1.95298409517,502.8,2.00692970958,502.8,0.521068217267,502.8,1.26938786631
503.6,0.829066880358,503.6,0.216612510393,503.6,0.195548037496,503.6,0.133105915733,503.6,0.0857706556979,503.6,0.0810741240894,503.6,1.43427928766,503.6,1.9667940385,503.6,2.00642084825,503.6,0.515995607099,503.6,1.26122021319
504.5,0.824516117417,504.5,0.215155816262,504.5,0.194428630213,504.5,0.131949000605,504.5,0.085576630377,504.5,0.0812367779201,504.5,1.42598069003,504.5,1.96747747232,504.5,1.97621787591,504.5,0.511134897271,504.5,1.25179418205
505.3,0.821903498072,505.3,0.2141263915,505.3,0.193524091103,505.3,0.13070895593,505.3,0.0847523039893,505.3,0.0808022856194,505.3,1.42123566241,505.3,1.97499373172,505.3,1.9838775582,505.3,0.507403218982,505.3,1.24751947283
506.2,0.817584413926,506.2,0.212419190157,506.2,0.19148018687,506.2,0.129313622582,506.2,0.0835149062158,506.2,0.0803859753255,506.2,1.41337757286,506.2,1.9845711393,506.2,2.00133027162,506.2,0.503447183472,506.2,1.23349333576
507,0.813813487581,507,0.209906667059,507,0.189783863685,507,0.128136399417,507,0.082429396114,507,0.0789616161881,507,1.40641387144,507,1.98755243427,507,2.01511957324,507,0.500420333735,507,1.22665655635
507.9,0.809611637392,507.9,0.208646995665,507.9,0.188475326698,507.9,0.12698993731,507.9,0.0824332427052,507.9,0.0798248506877,507.9,1.39989780624,507.9,2.00041884009,507.9,2.03066665008,507.9,0.495846812555,507.9,1.21716332161
508.7,0.805730614886,508.7,0.207327207747,508.7,0.186783379933,508.7,0.12559075155,508.7,0.0816794559807,508.7,0.0790513924926,508.7,1.39192036139,508.7,1.99144156835,508.7,2.01386752135,508.7,0.491612120479,508.7,1.21002877477
509.6,0.800437192647,509.6,0.205875760184,509.6,0.184340853306,509.6,0.124616804111,509.6,0.0812237135067,509.6,0.0789982490719,509.6,1.3780900784,509.6,1.99219188692,509.6,2.02555928208,509.6,0.487238864882,509.6,1.20166692082
510.4,0.794408594986,510.4,0.203511068402,510.4,0.18190765482,510.4,0.123451485814,510.4,0.0803526412956,510.4,0.0776326581525,510.4,1.3654413101,510.4,1.97714060688,510.4,2.01674781617,510.4,0.483208761462,510.4,1.19378638559
511.3,0.79054887638,511.3,0.201556157137,511.3,0.180078667446,511.3,0.122642354638,511.3,0.080351123105,511.3,0.0777049429663,511.3,1.3575109516,511.3,1.97728562653,511.3,2.01829537618,511.3,0.480085577945,511.3,1.18522000685
512.1,0.789409819285,512.1,0.200110422827,512.1,0.178107227649,512.1,0.120958489281,512.1,0.0798506712559,512.1,0.0777636113515,512.1,1.35474408832,512.1,1.98437151071,512.1,2.01171226929,512.1,0.476879908095,512.1,1.17747607944
512.9,0.788168054579,512.9,0.199343900252,512.9,0.176445991678,512.9,0.119900868011,512.9,0.0792522442598,512.9,0.077813252205,512.9,1.34210109583,512.9,1.98513209021,512.9,2.01860342123,512.9,0.473801837336,512.9,1.16678063825
513.7,0.784307814505,513.7,0.197557319675,513.7,0.174500751575,513.7,0.119130918378,513.7,0.078691462637,513.7,0.0778695990705,513.7,1.33352231916,513.7,1.97081272696,513.7,2.02172093285,513.7,0.469684762266,513.7,1.15912166626
514.5,0.779642191066,514.5,0.196631457011,514.5,0.174289945397,514.5,0.118442104901,514.5,0.0785769048513,514.5,0.0776593704034,514.5,1.32334332061,514.5,1.9674004156,514.5,2.02164064756,514.5,0.466510797605,514.5,1.1495817169
515.3,0.774840504958,515.3,0.195034676004,515.3,0.172701366245,515.3,0.117501021176,515.3,0.0777928038272,515.3,0.0775068515543,515.3,1.31860041754,515.3,1.96126970732,515.3,2.01379455958,515.3,0.462019135544,515.3,1.14023723293
516.1,0.770704189352,516.1,0.194044948369,516.1,0.171410390041,516.1,0.116316344634,516.1,0.0773937534437,516.1,0.0771320928316,516.1,1.30670615984,516.1,1.97092766774,516.1,2.01307749924,516.1,0.458687392431,516.1,1.13203054299
516.8,0.765371993497,516.8,0.192005145561,516.8,0.16900308906,516.8,0.115437051355,516.8,0.0763684392198,516.8,0.0764599055877,516.8,1.2939398104,516.8,1.96837559544,516.8,2.00423273162,516.8,0.454767628059,516.8,1.12267819156
517.6,0.760521149942,517.6,0.18994806285,517.6,0.167031359799,517.6,0.114132501848,517.6,0.0757306318945,517.6,0.0763642651782,517.6,1.28286077084,517.6,1.99273214594,517.6,2.00202368033,517.6,0.450596434169,517.6,1.11415545009
518.4,0.757831717453,518.4,0.188092617076,518.4,0.165208988123,518.4,0.112950065383,518.4,0.0748971309347,518.4,0.0757423836218,518.4,1.27340682179,518.4,2.01509838662,518.4,2.02029606559,518.4,0.446346508558,518.4,1.10448948533
519.2,0.754011639504,519.2,0.185854661096,519.2,0.16386635153,519.2,0.112067179625,519.2,0.0745064215617,519.2,0.0761702519592,519.2,1.2643766344,519.2,2.01019996354,519.2,2.01235230475,519.2,0.441841363497,519.2,1.0951932603
520,0.74950857748,520,0.184021534808,520,0.161798080483,520,0.111660776369,520,0.074289086571,520,0.0752380215993,520,1.2528462086,520,1.980084121,520,2.01014102786,520,0.437779484628,520,1.0846161925
520.8,0.744496723436,520.8,0.182038707405,520.8,0.160529764889,520.8,0.110765981173,520.8,0.0735605680087,520.8,0.0752589199722,520.8,1.24052957117,520.8,1.9482991727,520.8,1.99236172043,520.8,0.432789873767,520.8,1.0714048185
521.5,0.741213812701,521.5,0.180507740013,521.5,0.158391144848,521.5,0.109759803402,521.5,0.072755206866,521.5,0.0746140105555,521.5,1.22990005164,521.5,1.94924364296,521.5,1.99899139379,521.5,0.427904315527,521.5,1.06201513046
522.3,0.738962430789,522.3,0.180328388844,522.3,0.157777664164,522.3,0.108491728799,522.3,0.0715641471872,522.3,0.0750278107674,522.3,1.21929287734,522.3,1.95756101456,522.3,1.97064731082,522.3,0.425255323345,522.3,1.05309107826
523.1,0.735288217011,523.1,0.179415490394,523.1,0.155706534655,523.1,0.107475233092,523.1,0.070938322919,523.1,0.0746804793232,523.1,1.21345884643,523.1,1.97535284727,523.1,1.9682112085,523.1,0.421569649101,523.1,1.0438397035
523.9,0.73115079253,523.9,0.178116258704,523.9,0.153772542439,523.9,0.106350867219,523.9,0.0707372070086,523.9,0.0745045760113,523.9,1.20223269586,523.9,1.97081329,523.9,1.96668906694,523.9,0.417471958605,523.9,1.03267087517
524.7,0.725603867696,524.7,0.175651983358,524.7,0.151284005896,524.7,0.10519364756,524.7,0.0703215396821,524.7,0.0737114291224,524.7,1.19326954139,524.7,1.97245319881,524.7,2.0003913939,524.7,0.411782503703,524.7,1.02419732238
525.5,0.721076257592,525.5,0.173554470386,525.5,0.149503535279,525.5,0.104540506144,525.5,0.0701736538335,525.5,0.0737988725782,525.5,1.17770172728,525.5,1.95558586882,525.5,2.00485445149,525.5,0.408132565396,525.5,1.01369753338
526.2,0.71706575952,526.2,0.171980030544,526.2,0.148219261885,526.2,0.102528641914,526.2,0.0688168952578,526.2,0.0733404629891,526.2,1.17011758963,526.2,1.95673302142,526.2,2.02237780038,526.2,0.403511987538,526.2,1.00176534107
527,0.712278124297,527,0.170114760988,527,0.146574443713,527,0.10173908355,527,0.0686682874798,527,0.0736564668632,527,1.15777957686,527,1.96189500715,527,2.01505116817,527,0.399494569388,527,0.98740161661
527.8,0.709347995162,527.8,0.168837344464,527.8,0.145346101752,527.8,0.100515933503,527.8,0.0677835409038,527.8,0.0731570228142,527.8,1.15022677435,527.8,1.96982288339,527.8,2.01082355477,527.8,0.394279846544,527.8,0.977426814077
528.6,0.704940280393,528.6,0.1668310938,528.6,0.144183173707,528.6,0.100520036592,528.6,0.0678045162602,528.6,0.0727818895094,528.6,1.13848609302,528.6,1.9576004562,528.6,1.99974539153,528.6,0.390067553953,528.6,0.969292541931
529.4,0.702274498792,529.4,0.164447937949,529.4,0.142853240199,529.4,0.0986958308408,529.4,0.0663235936862,529.4,0.0718917283009,529.4,1.13049007635,529.4,1.9666624746,529.4,2.00741985965,529.4,0.38536845543,529.4,0.958941944629
530.2,0.697709247827,530.2,0.162564947319,530.2,0.140788583475,530.2,0.0976676872989,530.2,0.0657270878923,530.2,0.0714444497477,530.2,1.12049861573,530.2,1.97011223568,530.2,2.00893864614,530.2,0.381010059273,530.2,0.950355583553
530.9,0.692321221598,530.9,0.161098045262,530.9,0.13894057592,530.9,0.0965195687782,530.9,0.06505804095,530.9,0.0717657211067,530.9,1.10927893804,530.9,1.9681508822,530.9,2.00718067458,530.9,0.377009897969,530.9,0.93829773987
531.7,0.687194141666,531.7,0.160254816748,531.7,0.137640244886,531.7,0.0962935831624,531.7,0.0647501007585,531.7,0.0714084226053,531.7,1.09876909597,531.7,1.9550425158,531.7,2.01197285821,531.7,0.372432546311,531.7,0.927802999538
532.5,0.682991141655,532.5,0.157971150588,532.5,0.13544812337,532.5,0.0952923693438,532.5,0.0638617782482,532.5,0.0706058748932,532.5,1.08706416331,532.5,1.94921202753,532.5,2.00438604586,532.5,0.367699904253,532.5,0.914374720447
533.3,0.680065820495,533.3,0.155679641405,533.3,0.132717062042,533.3,0.094161084804,533.3,0.0625761965688,533.3,0.0688374098475,533.3,1.07937956863,533.3,1.95553893438,533.3,1.98253785596,533.3,0.362670459617,533.3,0.903316184292
534.1,0.675263390956,534.1,0.153209763899,534.1,0.13010792939,534.1,0.0928750916748,534.1,0.0617894202969,534.1,0.0681193508915,534.1,1.06645031175,534.1,1.95283504272,534.1,1.97397829458,534.1,0.357096601775,534.1,0.894153645053
534.9,0.669551612817,534.9,0.151522989712,534.9,0.128651484477,534.9,0.0907466884788,534.9,0.0610561801661,534.9,0.0677338988586,534.9,1.05471327535,534.9,1.95141108447,534.9,1.97551235154,534.9,0.352522782425,534.9,0.885079719583
535.6,0.664038159822,535.6,0.150123422901,535.6,0.127249450564,535.6,0.0892091380953,535.6,0.0604995996441,535.6,0.0679859528166,535.6,1.04068548812,535.6,1.94039920546,535.6,2.00981604975,535.6,0.347315605204,535.6,0.874324150746
536.4,0.661331417437,536.4,0.148633415662,536.4,0.126034480153,536.4,0.0878201942818,536.4,0.0599484342399,536.4,0.0676604029538,536.4,1.03033414979,536.4,1.93871630657,536.4,2.00679882995,536.4,0.343352944457,536.4,0.862229931173
537.2,0.657862408613,537.2,0.147125120459,537.2,0.124216600239,537.2,0.0868691341459,537.2,0.0592365461202,537.2,0.0668531549972,537.2,1.01850445842,537.2,1.92669132434,537.2,2.01451873344,537.2,0.3388472717,537.2,0.850272155809
538,0.653294150012,538,0.144797222689,538,0.122759990748,538,0.0848612689738,538,0.0583416652136,538,0.0659609589354,538,1.00611503352,538,1.94548756021,538,2.00643345948,538,0.334598290521,538,0.840024528063
538.8,0.647612451582,538.8,0.142027519872,538.8,0.120536297372,538.8,0.0834398827067,538.8,0.0564196183291,538.8,0.0643854219872,538.8,0.993602360787,538.8,1.94348993392,538.8,1.99520362134,538.8,0.329674259181,538.8,0.829936219737
539.6,0.642782411599,539.6,0.140113950553,539.6,0.118844752505,539.6,0.0826440528929,539.6,0.0549838381322,539.6,0.0638027240309,539.6,0.980789745501,539.6,1.94458671011,539.6,1.99258377055,539.6,0.324868628396,539.6,0.82053025279
540.3,0.637855884375,540.3,0.13809209373,540.3,0.117128795786,540.3,0.0818581587796,540.3,0.0537074810717,540.3,0.0628472596274,540.3,0.970378994112,540.3,1.91819372645,540.3,1.9878810167,540.3,0.319887715372,540.3,0.810163369233
541.1,0.633461231823,541.1,0.136966487976,541.1,0.115750641303,541.1,0.0807746285246,541.1,0.0537399760168,541.1,0.0626593619654,541.1,0.959629354102,541.1,1.90832862731,541.1,2.00823239487,541.1,0.316202793678,541.1,0.79976263969
541.9,0.62839105357,541.9,0.135206072626,541.9,0.114406139861,541.9,0.0796384533157,541.9,0.0539892153155,541.9,0.062459495227,541.9,0.950205482347,541.9,1.92257923519,541.9,2.00483253191,541.9,0.312374906453,541.9,0.788575083605
542.7,0.62228528622,542.7,0.133032921382,542.7,0.112965629897,542.7,0.0788779149408,542.7,0.0532468214046,542.7,0.0615795466035,542.7,0.93607624093,542.7,1.92600213913,542.7,1.99950975398,542.7,0.307929167893,542.7,0.777517295897
543.5,0.617373229927,543.5,0.131830542439,543.5,0.111160020836,543.5,0.0774631014569,543.5,0.0518687680224,543.5,0.0611215973448,543.5,0.92344734432,543.5,1.93182022132,543.5,1.97836076873,543.5,0.303537598997,543.5,0.767507617647
544.3,0.612254016036,544.3,0.128997984096,544.3,0.108706946397,544.3,0.075533053918,544.3,0.0500542961578,544.3,0.059659217959,544.3,0.909924032388,544.3,1.90213670315,544.3,1.96902442539,544.3,0.298415547046,544.3,0.756705538001
545,0.609906504077,545,0.128201181607,545,0.106462682176,545,0.0741822067987,545,0.0492093308505,545,0.0595550657098,545,0.900047125878,545,1.908524727,545,1.96055260496,545,0.29508471907,545,0.748557198049
545.8,0.605809018561,545.8,0.126152960723,545.8,0.105708399217,545.8,0.0732883668176,545.8,0.0498297245212,545.8,0.0592257436425,545.8,0.887734711866,545.8,1.90173273836,545.8,1.95367324237,545.8,0.29044661467,545.8,0.738516107164
546.6,0.602167583456,546.6,0.125460400723,546.6,0.105305468748,546.6,0.0727069225557,546.6,0.0497273814859,546.6,0.0595826142414,546.6,0.876648874688,546.6,1.90228026446,546.6,1.93615728045,546.6,0.286773339485,546.6,0.72988302809
547.4,0.598039488334,547.4,0.123435417962,547.4,0.103951161541,547.4,0.072132966885,547.4,0.0495708795482,547.4,0.0590061974957,547.4,0.865432219517,547.4,1.88898589417,547.4,1.94778963004,547.4,0.282409448674,547.4,0.718046546331
548.2,0.594834729911,548.2,0.121922964864,548.2,0.101874673692,548.2,0.071212017718,548.2,0.0485062969241,548.2,0.0584741770901,548.2,0.856944051726,548.2,1.89500857071,548.2,1.96753171797,548.2,0.279181801237,548.2,0.709072366873
549,0.592724390596,549,0.120093007701,549,0.100200548947,549,0.0700247863041,549,0.0477404152127,549,0.0578132632787,549,0.848546049361,549,1.91002136615,549,2.0046012363,549,0.275854222597,549,0.697013740182
549.7,0.589472449308,549.7,0.11888174722,549.7,0.0986173734067,549.7,0.0684504039114,549.7,0.0466646040908,549.7,0.0576224139582,549.7,0.836829089748,549.7,1.91199677394,549.7,2.00873575402,549.7,0.271767980682,549.7,0.68614582236
550.5,0.585924213345,550.5,0.117628155999,550.5,0.0977072739653,550.5,0.0675167210235,550.5,0.0454648676275,550.5,0.057526747603,550.5,0.825207824914,550.5,1.89472901677,550.5,1.99105531353,550.5,0.26738827023,550.5,0.673652138639
551.3,0.580189189955,551.3,0.116215796986,551.3,0.096263884505,551.3,0.0668293578442,551.3,0.0446227723994,551.3,0.0566696307692,551.3,0.812025226783,551.3,1.87790348778,551.3,1.97804786373,551.3,0.262379186508,551.3,0.664345959531
552.1,0.576070757165,552.1,0.114222251584,552.1,0.0951675753538,552.1,0.0659316757174,552.1,0.0443143121239,552.1,0.0559713458728,552.1,0.800319942151,552.1,1.86223884366,552.1,1.98501524875,552.1,0.257881281232,552.1,0.654004360659
552.9,0.572225934955,552.9,0.112220100675,552.9,0.0937334897939,552.9,0.0647321482423,552.9,0.0434457030939,552.9,0.055048416355,552.9,0.789391313896,552.9,1.86615689575,552.9,1.99434203288,552.9,0.253354722664,552.9,0.644371101089
553.7,0.568230677139,553.7,0.110528046659,553.7,0.0918218279849,553.7,0.0631870051506,553.7,0.0425102663775,553.7,0.0546387793687,553.7,0.779099675067,553.7,1.85640628582,553.7,2.00081742616,553.7,0.248694779681,553.7,0.63299081197
554.4,0.564688810858,554.4,0.108944287656,554.4,0.090434062243,554.4,0.0619951645411,554.4,0.0413274843199,554.4,0.0537679778793,554.4,0.770965749631,554.4,1.85438697619,554.4,1.98124990184,554.4,0.245224209928,554.4,0.623271811327
555.2,0.559452359696,555.2,0.10685901702,555.2,0.0886508578993,555.2,0.0608172180986,555.2,0.0406717870835,555.2,0.0527105636685,555.2,0.760540885624,555.2,1.83532120522,555.2,1.97928133027,555.2,0.24151746361,555.2,0.613745617014
556,0.557515688363,556,0.105471025756,556,0.0880366572988,556,0.060641704288,556,0.0404435156316,556,0.0521622728973,556,0.750627234072,556,1.82947892314,556,1.96944638098,556,0.239015834734,556,0.605479446874
556.8,0.554138829369,556.8,0.104236344113,556.8,0.0868713780884,556.8,0.0598940424414,556.8,0.0397153771788,556.8,0.0516836026587,556.8,0.738388144123,556.8,1.82282669484,556.8,1.95944942958,556.8,0.235781394725,556.8,0.596531912278
557.6,0.551461755218,557.6,0.103236110818,557.6,0.0862525105,557.6,0.0598724078866,557.6,0.0395281050135,557.6,0.0519655387971,557.6,0.726444616591,557.6,1.80810518642,557.6,1.95140608231,557.6,0.232365165105,557.6,0.586652615648
